"KO","STN","Pvalue","27L1","27L2","27L3","27R1","27R2","27R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","27L1_log","27L2_log","27L3_log","27R1_log","27R2_log","27R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression"
"K00324",-1.78662887403828,0.00555189456342669,11.661,7.1571,0,21.196,20.525,23.085,"NAD(P) transhydrogenase subunit alpha part 1","Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha","Re/Si-specific NAD transhydrogenase subunit alpha","","GO:0016491","oxidoreductase activity","H+-translocating NAD(P) transhydrogenase subunit alpha ",3.66231945210744,3.02805633856412,0,4.47222780298904,4.42794133250948,4.59006301881225,21.602,6.2727,4.49674405143693,2.23012526355719,-2.26661878787974,2.25555879020392,"Downregulated"
"K00366",-4.51812561309978,8.40197693574959e-05,40.364,44.732,24.172,92.205,97.224,104.43,"Sulfite reductase [ferredoxin]","ferredoxin--nitrite reductase","","","GO:0016491;GO:0020037;GO:0051536","oxidoreductase activity;heme binding;iron-sulfur cluster binding","ferredoxin-nitrite reductase ",5.37030379942634,5.51513210887124,4.65374794290996,6.54233544549349,6.61800366984025,6.72014163258364,97.953,36.4226666666667,6.62682691597246,5.17972795040251,-1.44709896556995,4.07561851497732,"Downregulated"
"K00392",-2.3659368539523,0.00185831960461285,0,4.4732,0,19.077,17.284,23.085,"Sulfite reductase [ferredoxin]","MAG: sulfite reductase subunit beta","","","GO:0020037;GO:0050311;GO:0051539;GO:0016491;GO:0051536","heme binding;sulfite reductase (ferredoxin) activity;4 iron, 4 sulfur cluster binding;oxidoreductase activity;iron-sulfur cluster binding","sulfite reductase (ferredoxin) ",0,2.45238457602946,0,4.32747180598541,4.19250981894195,4.59006301881225,19.8153333333333,1.49106666666667,4.37001488124654,0.817461525343154,-3.55255335590338,2.73087959142793,"Downregulated"
"K00600",-3.21805373978666,0.000612850082372323,11.661,14.314,0,40.273,38.89,41.773,"Serine hydroxymethyltransferase","serine hydroxymethyltransferase","","","GO:0019264;GO:0035999;GO:0004372;GO:0030170;GO:0003824","glycine biosynthetic process from serine;tetrahydrofolate interconversion;glycine hydroxymethyltransferase activity;pyridoxal phosphate binding;catalytic activity","glycine hydroxymethyltransferase ",3.66231945210744,3.93677925730947,0,5.36712640184926,5.31795521831244,5.41862849296759,40.312,8.65833333333333,5.3679033710431,2.53303290313897,-2.83487046790413,3.21264575119336,"Downregulated"
"K00602",-2.42661476513487,0.00167215815485997,6.2788,6.2625,5.7552,27.555,27.007,25.284,"Bifunctional purine biosynthesis protein PurH","MAG: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","","","GO:0006164;GO:0003937;GO:0004643;GO:0003824","purine nucleotide biosynthetic process;IMP cyclohydrolase activity;phosphoribosylaminoimidazolecarboxamide formyltransferase activity;catalytic activity","phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase ",2.86370062394748,2.86046625851717,2.75599848379771,4.83567147948162,4.80771555074112,4.71611294212415,26.6153333333333,6.09883333333333,4.7864999907823,2.82672178875412,-1.95977820202818,2.77672264882603,"Downregulated"
"K00615",-4.17237759455082,0.000191103789126853,22.424,22.366,14.964,71.008,63.736,72.553,"Transketolase","transketolase","","","GO:0004802;GO:0003824","transketolase activity;catalytic activity","transketolase ",4.54991555362196,4.54633887675812,3.99675027884918,6.17008529198643,6.0164963198962,6.20071228064832,69.099,19.918,6.12909796417698,4.36433490307642,-1.76476306110057,3.71873070184834,"Downregulated"
"K00645",-1.54674685010795,0.00847611202635914,0,4.4732,0,11.658,15.124,12.092,"Malonyl CoA-acyl carrier protein transacylase","ACP S-malonyltransferase","","","GO:0004314;GO:0016740","[acyl-carrier-protein] S-malonyltransferase activity;transferase activity"," S-malonyltransferase ",0,2.45238457602946,0,3.66197756774053,4.01113778318899,3.71061360238268,12.958,1.49106666666667,3.79457631777073,0.817461525343154,-2.97711479242758,2.07180331197681,"Downregulated"
"K00703",-3.36735571028902,0.000359143327841845,7.1757,5.3678,3.4531,36.034,29.167,39.575,"Glycogen synthase","glycogen synthase GlgA","","","GO:0004373;GO:0016757","glycogen (starch) synthase activity;glycosyltransferase activity","starch synthase ",3.03134225884245,2.67079502439611,2.15481000968879,5.21077847665466,4.91489932765564,5.34251918966061,34.9253333333333,5.3322,5.15606566465697,2.61898243097578,-2.53708323368119,3.44473219747065,"Downregulated"
"K00766",-2.02828637972505,0.00367051070840198,4.4848,0,0,19.0768,14.0435,17.5888,"Anthranilate phosphoribosyltransferase;Anthranilate phosphoribosyltransferase 2","anthranilate phosphoribosyltransferase family protein;anthranilate phosphoribosyltransferase","Anthranilate phosphoribosyltransferase family protein;Anthranilate phosphoribosyltransferase",";trpD","GO:0000162;GO:0004048;GO:0016757;GO:0000287","tryptophan biosynthetic process;anthranilate phosphoribosyltransferase activity;glycosyltransferase activity;magnesium ion binding","anthranilate phosphoribosyltransferase ",2.45543901456305,0,0,4.32745743429415,3.91106835639763,4.21636173497113,16.9030333333333,1.49493333333333,4.15162917522097,0.818479671521017,-3.33314950369995,2.43527350457357,"Downregulated"
"K00800",-1.83979612837864,0.00490609555189456,0,3.5786,0,12.718,18.365,13.192,"3-phosphoshikimate 1-carboxyvinyltransferase 1","3-phosphoshikimate 1-carboxyvinyltransferase","3-phosphoshikimate 1-carboxyvinyltransferase","aroA","GO:0008652;GO:0009073;GO:0009423;GO:0003866;GO:0005737;GO:0003824;GO:0016765","amino acid biosynthetic process;aromatic amino acid family biosynthetic process;chorismate biosynthetic process;3-phosphoshikimate 1-carboxyvinyltransferase activity;cytoplasm;catalytic activity;transferase activity, transferring alkyl or aryl (other than methyl) groups;cellular amino acid biosynthetic process","3-phosphoshikimate 1-carboxyvinyltransferase ",0,2.19490653242285,0,3.77799825566867,4.27537959625362,3.82700600963898,14.7583333333333,1.19286666666667,3.96012795385376,0.731635510807617,-3.22849244304614,2.3092639976591,"Downregulated"
"K00873",-1.71417612216842,0.00596375617792422,0,0,0,12.718,12.963,12.092,"Pyruvate kinase","pyruvate kinase","","","GO:0006096;GO:0000287;GO:0004743;GO:0030955;GO:0003824","glycolytic process;magnesium ion binding;pyruvate kinase activity;potassium ion binding;catalytic activity","pyruvate kinase ",0,0,0,3.77799825566867,3.80353703787742,3.71061360238268,12.591,0,3.76404963197625,0,-3.76404963197625,2.22448012054209,"Downregulated"
"K00940",3.61844807858839,0.000354200988467834,78.933,67.993,43.74,21.196,22.686,19.787,"Nucleoside diphosphate kinase","MULTISPECIES: nucleoside-diphosphate kinase","Nucleoside diphosphate kinase","ndk","GO:0006099;GO:0006165;GO:0006183;GO:0006228;GO:0006241;GO:0004550;GO:0005524;GO:0046872;GO:0005737","tricarboxylic acid cycle;nucleoside diphosphate phosphorylation;GTP biosynthetic process;UTP biosynthetic process;CTP biosynthetic process;nucleoside diphosphate kinase activity;ATP binding;metal ion binding;cytoplasm","nucleoside-diphosphate kinase ",6.32071933155029,6.10837808898712,5.48349335128439,4.47222780298904,4.56596267728106,4.37760965695934,21.223,63.5553333333333,4.47193337907648,5.97086359060727,1.49893021153079,3.4507502311597,"Upregulated"
"K00962",-6.73207738138406,1e-06,44.848,41.153,21.87,130.36,122.07,146.21,"Polyribonucleotide nucleotidyltransferase","polyribonucleotide nucleotidyltransferase","Polyribonucleotide nucleotidyltransferase","pnp","GO:0006396;GO:0006402;GO:0000287;GO:0003723;GO:0004654;GO:0005737;GO:0003676","RNA processing;mRNA catabolic process;magnesium ion binding;RNA binding;polyribonucleotide nucleotidyltransferase activity;cytoplasm;nucleic acid binding","polyribonucleotide nucleotidyltransferase ",5.51878689625372,5.39756340532176,4.51538446063695,7.03738222200308,6.94333531775511,7.20173186701466,132.88,35.957,7.06081646892428,5.14391158740414,-1.91690488152014,6,"Downregulated"
"K01251",-2.61660156354338,0.00153542009884679,7.1757,9.8411,0,26.496,29.167,30.78,"Adenosylhomocysteinase","adenosylhomocysteinase","","","","","adenosylhomocysteinase ",3.03134225884245,3.43843924309492,0,4.78114985171021,4.91489932765564,4.99004721957379,28.8143333333333,5.67226666666667,4.89536546631322,2.15659383397912,-2.73877163233409,2.81377277872128,"Downregulated"
"K01255",-1.65635754278595,0.00646787479406919,0,3.5786,0,15.897,11.883,12.092,"Cytosol aminopeptidase","leucyl aminopeptidase","Probable cytosol aminopeptidase","pepA","GO:0006508;GO:0030145;GO:0070006;GO:0005737;GO:0019538","proteolysis;manganese ion binding;metalloaminopeptidase activity;cytoplasm;protein metabolic process","leucyl aminopeptidase ",0,2.19490653242285,0,4.07869521894999,3.68739668066549,3.71061360238268,13.2906666666667,1.19286666666667,3.82556850066605,0.731635510807617,-3.09393298985844,2.18923839581127,"Downregulated"
"K01507",-2.28643521269005,0.00209225700164745,11.661,11.63,6.9063,29.675,33.488,30.78,"Inorganic pyrophosphatase","inorganic diphosphatase",";Inorganic pyrophosphatase",";ppa","GO:0006796;GO:0000287;GO:0004427;GO:0005737","phosphate-containing compound metabolic process;magnesium ion binding;inorganic diphosphate phosphatase activity;cytoplasm;inorganic diphosphatase activity","inorganic pyrophosphatase ",3.66231945210744,3.65878273401283,2.98300269842856,4.93899143877554,5.10802256251641,4.99004721957379,31.3143333333333,10.0657666666667,5.01235374028858,3.43470162818294,-1.57765211210564,2.6793849701193,"Downregulated"
"K01586",-1.52415206348479,0.00874464579901153,0,0,0,10.598,11.883,10.993,"Diaminopimelate decarboxylase","diaminopimelate decarboxylase","Diaminopimelate decarboxylase","lysA","GO:0009089;GO:0008836;GO:0030170;GO:0003824","lysine biosynthetic process via diaminopimelate;diaminopimelate decarboxylase activity;pyridoxal phosphate binding;catalytic activity","diaminopimelate decarboxylase ",0,0,0,3.53580413827031,3.68739668066549,3.58412068305994,11.158,0,3.60244050066525,0,-3.60244050066525,2.05825777688286,"Downregulated"
"K01595",-3.23427281733808,0.000607907742998353,0,2.6839,0,22.256,23.766,32.979,"Phosphoenolpyruvate carboxylase","phosphoenolpyruvate carboxylase","","","GO:0006099;GO:0015977;GO:0008964;GO:0003824","tricarboxylic acid cycle;carbon fixation;phosphoenolpyruvate carboxylase activity;catalytic activity","phosphoenolpyruvate carboxylase ",0,1.88123389979456,0,4.53953107147415,4.63028897008598,5.08657148960285,26.3336666666667,0.894633333333333,4.75213051038766,0.627077966598188,-4.12505254378947,3.2161623249162,"Downregulated"
"K01599",-3.42921782719626,0.000359143327841845,0,0,0,29.675,25.926,26.383,"Uroporphyrinogen decarboxylase","uroporphyrinogen decarboxylase","","","GO:0006779;GO:0004853","porphyrin-containing compound biosynthetic process;uroporphyrinogen decarboxylase activity","uroporphyrinogen decarboxylase ",0,0,0,4.93899143877554,4.75092802065037,4.7752086075178,27.328,0,4.8217093556479,0,-4.8217093556479,3.44473219747065,"Downregulated"
"K01627",-1.99915063327412,0.0038171334431631,2.6909,0,0,15.897,16.204,14.291,"2-dehydro-3-deoxyphosphooctonate aldolase","3-deoxy-8-phosphooctulonate synthase","","","GO:0009058;GO:0008676;GO:0005737","biosynthetic process;3-deoxy-8-phosphooctulonate synthase activity;cytoplasm","2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) ",1.88397265022008,0,0,4.07869521894999,4.10467213128256,3.93461085396445,15.464,0.896966666666667,4.03932606806567,0.627990883406693,-3.41133518465897,2.41826265728528,"Downregulated"
"K01682",-1.71247910562064,0.00596375617792422,0,0,0,13.778,12.963,10.993,"Aconitate hydratase B","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase","","","GO:0006099;GO:0003994;GO:0051539;GO:0005829","tricarboxylic acid cycle;aconitate hydratase activity;4 iron, 4 sulfur cluster binding;cytosol","aconitate hydratase 2 / 2-methylisocitrate dehydratase ",0,0,0,3.88537912855803,3.80353703787742,3.58412068305994,12.578,0,3.7576789498318,0,-3.7576789498318,2.22448012054209,"Downregulated"
"K01696",-1.66788375409025,0.00639209225700165,0,0,0,12.718,10.803,13.192,"Tryptophan synthase beta chain","tryptophan synthase subunit beta","Tryptophan synthase beta chain","trpB","GO:0000162;GO:0004834;GO:0006568","tryptophan biosynthetic process;tryptophan synthase activity;tryptophan metabolic process","tryptophan synthase beta chain ",0,0,0,3.77799825566867,3.56108169473173,3.82700600963898,12.2376666666667,0,3.72202865334646,0,-3.72202865334646,2.19435696548105,"Downregulated"
"K01756",-1.54132952567084,0.00849588138385502,5.3818,6.2625,0,18.017,14.043,15.39,"Adenylosuccinate lyase","adenylosuccinate lyase","","","GO:0009152;GO:0004018;GO:0003824","purine ribonucleotide biosynthetic process;N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity","adenylosuccinate lyase ",2.67396339653176,2.86046625851717,0,4.24921776871517,3.9110204048233,4.03474394932473,15.8166666666667,3.88143333333333,4.0649940409544,1.84480988501631,-2.22018415593809,2.07079155966854,"Downregulated"
"K01772",2.80981025403233,0.00113344316309716,43.054,37.575,52.948,15.897,14.043,15.39,"Ferrochelatase","ferrochelatase","","","GO:0006783;GO:0004325","heme biosynthetic process;ferrochelatase activity","protoporphyrin/coproporphyrin ferrochelatase ",5.46120111331044,5.26959425168337,5.75349757093864,4.07869521894999,3.9110204048233,4.03474394932473,15.11,44.5256666666667,4.00815319103267,5.49476431197748,1.48661112094481,2.94560025283976,"Upregulated"
"K01835",-2.30194044345975,0.00205436573311367,3.5879,6.2625,0,25.436,18.365,20.887,"Phosphoglucomutase","alpha-D-glucose phosphate-specific phosphoglucomutase","","","GO:0005975;GO:0000287;GO:0004614;GO:0071704;GO:0016868","carbohydrate metabolic process;magnesium ion binding;phosphoglucomutase activity;organic substance metabolic process;intramolecular transferase activity, phosphotransferases","phosphoglucomutase ",2.19783394604503,2.86046625851717,0,4.72443199575995,4.27537959625362,4.45200231611571,21.5626666666667,3.28346666666667,4.48393796937643,1.6861000681874,-2.79783790118903,2.68732223759672,"Downregulated"
"K01868",-1.4763364212978,0.0094168039538715,0,0,0,9.5384,11.883,10.993,"Threonine--tRNA ligase","threonine--tRNA ligase","","","GO:0006435;GO:0004829;GO:0005524;GO:0005737;GO:0006418;GO:0043039;GO:0000166;GO:0004812","threonyl-tRNA aminoacylation;threonine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","threonyl-tRNA synthetase ",0,0,0,3.39758394029825,3.68739668066549,3.58412068305994,10.8048,0,3.55636710134123,0,-3.55636710134123,2.02609647095632,"Downregulated"
"K01876",-2.10801290246073,0.0030164744645799,3.5879,0,0,11.658,16.204,23.085,"Aspartate--tRNA ligase","aspartate--tRNA ligase","","","GO:0006418;GO:0003676;GO:0004812;GO:0005524;GO:0005737;GO:0000166;GO:0016874","tRNA aminoacylation for protein translation;nucleic acid binding;aminoacyl-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding;ligase activity","aspartyl-tRNA synthetase ",2.19783394604503,0,0,3.66197756774053,4.10467213128256,4.59006301881225,16.9823333333333,1.19596666666667,4.11890423927845,0.732611315348343,-3.38629292393011,2.52050034677356,"Downregulated"
"K01879",-2.76733237296962,0.00119275123558484,2.6909,7.1571,0,23.316,23.766,30.78,"Glycine--tRNA ligase beta subunit","glycine--tRNA ligase subunit beta","","","GO:0006426;GO:0004820;GO:0005524;GO:0005737;GO:0000166","glycyl-tRNA aminoacylation;glycine-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding","glycyl-tRNA synthetase beta chain ",1.88397265022008,3.02805633856412,0,4.60383401878455,4.63028897008598,4.99004721957379,25.954,3.28266666666667,4.74139006948144,1.6373429962614,-3.10404707322004,2.92345012487811,"Downregulated"
"K01895",-2.10309018174417,0.0030164744645799,10.764,8.9464,3.4531,23.316,24.846,29.681,"Acetyl-coenzyme A synthetase","acetate--CoA ligase","Acetyl-coenzyme A synthetase","acs","GO:0019427;GO:0003987;GO:0005524;GO:0016208;GO:0046872","acetyl-CoA biosynthetic process from acetate;acetate-CoA ligase activity;ATP binding;AMP binding;metal ion binding","acetyl-CoA synthetase ",3.55630678422498,3.31417445108964,2.15481000968879,4.60383401878455,4.69186911714163,4.93927360092017,25.9476666666667,7.72116666666667,4.74499224561545,3.00843041500114,-1.73656183061432,2.52050034677356,"Downregulated"
"K01939",-2.21733241636719,0.00243822075782537,0,0,0,13.778,15.124,20.887,"Adenylosuccinate synthetase","adenylosuccinate synthase","","","GO:0006164;GO:0004019;GO:0005525;GO:0000166","purine nucleotide biosynthetic process;adenylosuccinate synthase activity;GTP binding;nucleotide binding","adenylosuccinate synthase ",0,0,0,3.88537912855803,4.01113778318899,4.45200231611571,16.5963333333333,0,4.11617307595424,0,-4.11617307595424,2.6129269756803,"Downregulated"
"K01940",-2.36082785396691,0.00187149917627677,5.3818,5.3678,0,23.316,23.766,20.887,"Argininosuccinate synthase","argininosuccinate synthase","","","GO:0006526;GO:0004055;GO:0005524","arginine biosynthetic process;argininosuccinate synthase activity;ATP binding","argininosuccinate synthase ",2.67396339653176,2.67079502439611,0,4.60383401878455,4.63028897008598,4.45200231611571,22.6563333333333,3.5832,4.56204176832875,1.78158614030929,-2.78045562801945,2.72781035970026,"Downregulated"
"K01955",-1.47985224413661,0.00934431630971993,0,0,0,8.4786,9.7224,14.291,"Carbamoyl-phosphate synthase large chain","carbamoyl-phosphate synthase large subunit","","","GO:0006807;GO:0005524;GO:0046872","nitrogen compound metabolic process;ATP binding;metal ion binding","carbamoyl-phosphate synthase large subunit ",0,0,0,3.24467398716032,3.42255595595975,3.93461085396445,10.8306666666667,0,3.53394693236151,0,-3.53394693236151,2.02945246890025,"Downregulated"
"K02012",19.206841961664,1e-06,313.04,310.44,361.43,18.017,20.525,15.39,"Iron deficiency-induced protein A","extracellular solute-binding protein","","","","","iron(III) transport system substrate-binding protein",8.29480451999447,8.28281043957256,8.50155856861334,4.24921776871517,4.42794133250948,4.03474394932473,17.9773333333333,328.303333333333,4.23730101684979,8.35972450939346,4.12242349254366,6,"Upregulated"
"K02095",-2.37220592128038,0.00183855024711697,14.351,14.314,9.2084,40.273,36.729,30.78,"Allophycocyanin alpha-B chain","allophycocyanin","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","allophycocyanin-B",3.94026073406911,3.93677925730947,3.35168485993255,5.36712640184926,5.23760195718328,4.99004721957379,35.9273333333333,12.6244666666667,5.19825852620211,3.74290828377038,-1.45535024243174,2.7355244964737,"Downregulated"
"K02097",-2.03140322269324,0.00367051070840198,6.2788,8.0518,0,19.077,23.766,21.986,"Phycobiliprotein beta chain","allophycocyanin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycobilisome core component",2.86370062394748,3.17820470853368,0,4.32747180598541,4.63028897008598,4.52268352648295,21.6096666666667,4.77686666666667,4.49348143418478,2.01396844416039,-2.47951299002439,2.43527350457357,"Downregulated"
"K02109",2.78781494178708,0.00119604612850077,54.715,47.416,69.063,23.316,27.007,23.085,"ATP synthase subunit b;ATP synthase subunit b'","F0F1 ATP synthase subunit B;MULTISPECIES: F0F1 ATP synthase subunit B'",";ATP synthase subunit b'  sector subunit b')",";atpG","GO:0015986;GO:0015078;GO:0045263;GO:1902600;GO:0046933;GO:0031676;GO:0016021","proton motive force-driven ATP synthesis;proton transmembrane transporter activity;proton-transporting ATP synthase complex, coupling factor F(o);proton transmembrane transport;proton-transporting ATP synthase activity, rotational mechanism;plasma membrane-derived thylakoid membrane;integral component of membrane","F-type H+-transporting ATPase subunit b",5.79999388766371,5.59741198755465,6.13058085854061,4.60383401878455,4.80771555074112,4.59006301881225,24.4693333333333,57.0646666666667,4.66720419611264,5.84266224458633,1.17545804847368,2.92225207037518,"Upregulated"
"K02338",-2.26005831334457,0.0022174629324547,0,0,0,14.838,15.124,20.887,"Beta sliding clamp","DNA polymerase III subunit beta","","","GO:0006260;GO:0003677;GO:0003887;GO:0008408;GO:0009360","DNA replication;DNA binding;DNA-directed DNA polymerase activity;3'-5' exonuclease activity;DNA polymerase III complex","DNA polymerase III subunit beta ",0,0,0,3.98531826033925,4.01113778318899,4.45200231611571,16.9496666666667,0,4.14948611988132,0,-4.14948611988132,2.6541436311873,"Downregulated"
"K02355",-4.38991312018579,0.000103789126853377,28.703,26.839,26.474,81.606,78.859,89.043,"Elongation factor G","elongation factor G","Elongation factor G","fusA","GO:0006414;GO:0003746;GO:0003924;GO:0005525;GO:0005737","translational elongation;translation elongation factor activity;GTPase activity;GTP binding;cytoplasm","elongation factor G",4.89253674532577,4.79903548420073,4.77999506573262,6.36817466897605,6.31938310144293,6.49254221934959,83.1693333333333,27.3386666666667,6.39336666325619,4.82385576508637,-1.56951089816982,3.98384814162168,"Downregulated"
"K02357",-2.55430034453642,0.00158813838550247,21.527,18.787,0,36.034,39.97,43.972,"Elongation factor Ts","translation elongation factor Ts","Elongation factor Ts","tsf","GO:0006414;GO:0003746;GO:0005515;GO:0005737","translational elongation;translation elongation factor activity;protein binding;cytoplasm","elongation factor Ts",4.49358329246856,4.30648099008195,0,5.21077847665466,5.35649598770558,5.49095514002218,39.992,13.438,5.35274320146081,2.93335476085017,-2.41938844061064,2.79911165717243,"Downregulated"
