"KO","STN","Pvalue","30L1","30L2","30L3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","30L1_log","30L2_log","30L3_log","30R1_log","30R2_log","30R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression","category"
"K02888",2.760585185,0.000434641,50.262,61.604,47.827,25.982,20.959,30.928,"50S ribosomal protein L21","MULTISPECIES: 50S ribosomal protein L21","50S ribosomal protein L21","rplU","GO:0006412;GO:0003735;GO:0019843;GO:0005737;GO:0005840;GO:1990904;GO:0003723","translation;structural constituent of ribosome;rRNA binding;cytoplasm;ribosome;ribonucleoprotein complex;RNA binding","large subunit ribosomal protein L21",5.679817862,5.968182934,5.609607234,4.753925385,4.456740451,4.996750279,25.95633333,53.231,4.735805372,5.75253601,1.016730638,3.361869786,"Upregulated","Translation"
"K02902",2.348759568,0.00070098,24.638,28.99,25.378,8.6608,7.8597,9.9412,"50S ribosomal protein L28","50S ribosomal protein L28","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L28",4.680211818,4.906409617,4.721263277,3.272142662,3.147257848,3.451699072,8.820566667,26.33533333,3.290366528,4.769294904,1.478928377,3.15429413,"Upregulated","Translation"
"K02935",4.375490465,5.39216e-05,69.973,91.802,72.229,29.832,25.326,36.451,"50S ribosomal protein L7/L12","MULTISPECIES: 50S ribosomal protein L7/L12","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L7/L12",6.149198385,6.536083992,6.19434319,4.946356572,4.718416428,5.226932336,30.53633333,78.00133333,4.963901779,6.293208522,1.329306744,4.268237482,"Upregulated","Translation"
"K02965",1.965442852,0.001444444,24.638,30.198,22.45,12.51,8.733,11.046,"30S ribosomal protein S19","MULTISPECIES: 30S ribosomal protein S19","30S ribosomal protein S19","rpsS","GO:0006412;GO:0003735;GO:0019843;GO:0005737;GO:0015935;GO:0003723;GO:0005840","translation;structural constituent of ribosome;rRNA binding;cytoplasm;small ribosomal subunit;RNA binding;ribosome","small subunit ribosomal protein S19",4.680211818,4.963381641,4.551516018,3.75595577,3.282884555,3.590482259,10.763,25.762,3.543107528,4.731703159,1.188595631,2.840299157,"Upregulated","Translation"
"K03217",1.510498209,0.005326797,18.725,15.703,13.665,5.7738,5.2398,7.732,"Membrane protein insertase YidC","membrane protein insertase YidC","","","GO:0032977;GO:0016020","membrane insertase activity;membrane","YidC/Oxa1 family membrane protein insertase",4.301953395,4.062035341,3.874305166,2.759965391,2.641499788,3.12631213,6.248533333,16.031,2.842592437,4.079431301,1.236838864,2.273533822,"Upregulated","Translation"
"K03386",5.915288532,1e-06,127.13,154.61,145.43,62.55,52.398,74.007,"Alkyl hydroperoxide reductase C","MULTISPECIES: redoxin domain-containing protein","","","GO:0051920;GO:0016209;GO:0016491","peroxiredoxin activity;antioxidant activity;oxidoreductase activity","peroxiredoxin 2/4 ",7.001464494,7.281790965,7.194067347,5.98982022,5.738713802,6.228953336,62.985,142.39,5.985829119,7.159107602,1.173278483,6,"Upregulated","Regulatory system and stress"
"K03530",4.427461731,5.39216e-05,57.161,65.228,59.54,17.322,15.719,20.987,"DNA-binding protein HU 1","MULTISPECIES: HU family DNA-binding protein","DNA binding protein HU","hup","GO:0003677;GO:0030527","DNA binding;structural constituent of chromatin","DNA-binding protein HU-beta",5.86198017,6.049369386,5.91981677,4.195505089,4.063416654,4.458578865,18.00933333,60.643,4.239166869,5.943722109,1.704555239,4.268237482,"Upregulated","Regulatory system and stress"
"K04078",4.934597304,5.39216e-05,77.858,93.01,95.655,32.718,29.692,37.556,"10 kDa chaperonin","MULTISPECIES: co-chaperone GroES","","","GO:0006457;GO:0005524;GO:0140662","protein folding;ATP binding;ATP-dependent protein folding chaperone","chaperonin GroES",6.301185216,6.554742322,6.59477246,5.07544706,4.939790755,5.268883482,33.322,88.841,5.094707099,6.483566666,1.388859567,4.268237482,"Upregulated","Regulatory system and stress"
"K05377",16.10548173,1e-06,690.86,833.46,693.99,357.02,372.9,362.3,"C-phycoerythrin class 2 subunit beta;C-phycoerythrin class 1 subunit beta","bleomycin hydrolase;class 1 C-phycoerythrin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycoerythrin beta chain",9.434336323,9.704699085,9.440848409,8.483896373,8.546508661,8.505017556,364.0733333,739.4366667,8.51180753,9.526627939,1.01482041,6,"Upregulated","Photosynthesis and chlorophyll"
"K05380",9.117242815,1e-06,223.72,234.34,190.33,74.098,75.977,88.366,"Phycobilisome 32.3 kDa linker polypeptide, phycocyanin-associated, rod","phycobilisome rod-core linker polypeptide","Phycobilisome rod-core linker polypeptide","","GO:0015979;GO:0030089;GO:0031676","photosynthesis;phycobilisome;plasma membrane-derived thylakoid membrane","phycoerythrin-associated linker protein",7.811984719,7.878602742,7.579919292,6.230702581,6.266355541,6.481654146,79.48033333,216.13,6.326237423,7.756835584,1.430598161,6,"Upregulated","Photosynthesis and chlorophyll"
"K07267",28.39334324,1e-06,698.746,680.05,693.006,114.5146,110.913,145.8066,"putative protein","iron uptake porin;MAG: porin","","","GO:0008643;GO:0015288;GO:0016020","carbohydrate transport;porin activity;membrane","porin",9.450687525,9.411616909,9.438804325,6.851931397,6.806233822,7.197773019,123.7447333,690.6006667,6.951979412,9.43370292,2.481723507,6,"Upregulated","Transport"
"K07277",6.017299037,1e-06,180.35,163.07,175.69,72.173,82.963,101.62,"Outer membrane protein assembly factor BamA","BamA/TamA family outer membrane protein","","","GO:0019867","outer membrane","outer membrane protein insertion porin family",7.502632935,7.358167658,7.465076581,6.193239504,6.39168181,6.68116812,85.58533333,173.0366667,6.422029811,7.441959058,1.019929247,6,"Upregulated","Cell wall and signaling"
"K08903",2.252915411,0.001044118,38.436,33.822,36.115,16.359,14.846,18.778,"Photosystem II reaction center Psb28 protein","photosystem II reaction center protein Psb28","Photosystem II reaction center Psb28 protein","psb28","GO:0015979;GO:0009654;GO:0031676;GO:0009523;GO:0016020","photosynthesis;photosystem II oxygen evolving complex;plasma membrane-derived thylakoid membrane;photosystem II;membrane","photosystem II 13kDa protein",5.301441321,5.121927161,5.213930464,4.117611936,3.986046802,4.305824639,16.661,36.12433333,4.136494459,5.212432982,1.075938523,2.981250564,"Upregulated","Photosynthesis and chlorophyll"
"K19220",16.74305064,1e-06,426.74,460.22,399.21,118.36,110.04,145.8,"putative protein","iron uptake porin","","","GO:0008643;GO:0015288;GO:0016020","carbohydrate transport;porin activity;membrane","peptidoglycan DL-endopeptidase CwlS ",8.740590317,8.849311264,8.644613406,6.89917563,6.794935663,7.197708158,124.7333333,428.7233333,6.963939817,8.744838329,1.780898512,6,"Upregulated","Transport"
"LKDHAOIP_00006",2.020053067,0.001397059,19.711,27.782,18.545,8.6608,7.8597,6.6275,"hypothetical protein","hypothetical protein","","","","","hypothetical protein",4.372325309,4.84709494,4.28872768,3.272142662,3.147257848,2.931210275,7.716,22.01266667,3.116870262,4.502715976,1.385845714,2.854785307,"Upregulated","unknown"
"LKDHAOIP_00700",2.176153501,0.001214052,20.696,22.95,24.402,6.7362,5.2398,9.9412,"hypothetical protein","DUF805 domain-containing protein","Uncharacterized protein","","GO:0016020;GO:0016021","membrane;integral component of membrane","hypothetical protein",4.439357178,4.581953751,4.666870185,2.951625093,2.641499788,3.451699072,7.305733333,22.68266667,3.014941318,4.562727038,1.547785721,2.915762608,"Upregulated","unknown"
"LKDHAOIP_01827",2.180418641,0.001214052,40.407,33.822,33.186,16.359,15.719,18.778,"hypothetical protein","DUF3747 domain-containing protein","","","","","hypothetical protein",5.371802776,5.121927161,5.095333722,4.117611936,4.063416654,4.305824639,16.952,35.805,4.16228441,5.196354553,1.034070143,2.915762608,"Upregulated","unknown"
"LKDHAOIP_01961",1.43665702,0.00644281,9.8554,9.6633,13.665,2.8869,4.3665,2.2092,"hypothetical protein","glucose-6-phosphate dehydrogenase assembly protein OpcA","","","","","hypothetical protein",3.440340982,3.414582077,3.874305166,1.958619991,2.423981478,1.682213702,3.1542,11.06123333,2.021605057,3.576409408,1.554804351,2.190924645,"Upregulated","unknown"
"LKDHAOIP_02230",2.059613233,0.001377451,31.537,36.238,28.306,16.359,13.973,14.359,"hypothetical protein","CAAD domain-containing protein","","","","","hypothetical protein",5.024009332,5.218703685,4.873124162,4.117611936,3.904291405,3.941012382,14.897,32.027,3.987638574,5.038612393,1.050973818,2.860923848,"Upregulated","unknown"
"LKDHAOIP_02385",2.675353897,0.000464052,48.291,47.109,47.827,21.171,18.339,27.614,"hypothetical protein","hypothetical protein","","","GO:0005515","protein binding","hypothetical protein",5.623252345,5.588234907,5.609607234,4.470601938,4.273441291,4.838649283,22.37466667,47.74233333,4.527564171,5.607031495,1.079467324,3.333433082,"Upregulated","unknown"
"K00003",-2.935813438,0.000400327,0,0,0,19.246,20.959,15.464,"Homoserine dehydrogenase","homoserine dehydrogenase","Homoserine dehydrogenase","","GO:0009086;GO:0009088;GO:0009097;GO:0004412;GO:0050661;GO:0006520;GO:0016491","methionine biosynthetic process;threonine biosynthetic process;isoleucine biosynthetic process;homoserine dehydrogenase activity;NADP binding;amino acid metabolic process;oxidoreductase activity","homoserine dehydrogenase ",0,0,0,4.339564998,4.456740451,4.041242982,18.55633333,0,4.27918281,0,-4.27918281,3.397585338,"Downregulated","Amino acid metabolism"
"K00030",-2.191359927,0.001215686,14.783,8.4554,21.474,33.681,34.059,32.033,"Isocitrate dehydrogenase [NADP]","NADP-dependent isocitrate dehydrogenase","","","GO:0006099;GO:0000287;GO:0004450;GO:0051287;GO:0016616","tricarboxylic acid cycle;magnesium ion binding;isocitrate dehydrogenase (NADP+) activity;NAD binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","isocitrate dehydrogenase (NAD+) ",3.980299551,3.241138491,4.490185018,5.116073593,5.131712941,5.045836094,33.25766667,14.90413333,5.097874209,3.903874353,-1.193999856,2.915178487,"Downregulated","Respiration"
"K00033",-1.852528838,0.002181373,4.9277,0,0,9.6231,20.086,9.9412,"6-phosphogluconate dehydrogenase, decarboxylating","NADP-dependent phosphogluconate dehydrogenase","","","GO:0006098;GO:0004616;GO:0050661;GO:0016491","pentose-phosphate shunt;phosphogluconate dehydrogenase (decarboxylating) activity;NADP binding;oxidoreductase activity","6-phosphogluconate dehydrogenase ",2.567472435,0,0,3.409132925,4.398213538,3.451699072,13.21676667,1.642566667,3.753015178,0.855824145,-2.897191033,2.661270156,"Downregulated","Respiration"
"K00052",-2.744154953,0.00044281,0,0,0,17.322,16.593,17.673,"3-isopropylmalate dehydrogenase","3-isopropylmalate dehydrogenase","","","GO:0009098;GO:0000287;GO:0003862;GO:0051287;GO:0016616","leucine biosynthetic process;magnesium ion binding;3-isopropylmalate dehydrogenase activity;NAD binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","3-isopropylmalate dehydrogenase ",0,0,0,4.195505089,4.13692961,4.222881824,17.196,0,4.185105508,0,-4.185105508,3.353782131,"Downregulated","Amino acid metabolism"
"K00053",-3.519846551,0.000277778,16.754,18.119,16.593,52.927,51.525,44.183,"Ketol-acid reductoisomerase (NADP(+))","ketol-acid reductoisomerase","","","GO:0009082;GO:0004455;GO:0050661;GO:0016491","branched-chain amino acid biosynthetic process;ketol-acid reductoisomerase activity;NADP binding;oxidoreductase activity","ketol-acid reductoisomerase ",4.150072197,4.256935161,4.13692961,5.752935873,5.714932352,5.497708159,49.545,17.15533333,5.655192128,4.181312323,-1.473879805,3.556302501,"Downregulated","Amino acid metabolism"
"K00059",-2.2297406,0.001106209,0,0,0,12.51,13.099,15.464,"3-oxoacyl-[acyl-carrier-protein] reductase","3-oxoacyl-[acyl-carrier-protein] reductase","","","GO:0006633;GO:0004316;GO:0051287;GO:0016491","fatty acid biosynthetic process;3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity;NAD binding;oxidoreductase activity","3-oxoacyl- reductase ",0,0,0,3.75595577,3.817520935,4.041242982,13.691,0,3.871573229,0,-3.871573229,2.956162753,"Downregulated","Cell wall and signaling"
"K00161",-2.665157338,0.00046732,0,0,0,16.359,19.213,14.359,"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","","","GO:0006086;GO:0004739;GO:0043231;GO:0016624","acetyl-CoA biosynthetic process from pyruvate;pyruvate dehydrogenase (acetyl-transferring) activity;intracellular membrane-bounded organelle;oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","pyruvate dehydrogenase E1 component alpha subunit ",0,0,0,4.117611936,4.337211556,3.941012382,16.64366667,0,4.131945291,0,-4.131945291,3.330385389,"Downregulated","Respiration"
"K00228",-2.822762474,0.000415033,10.841,10.871,8.7846,35.605,33.185,28.719,"Oxygen-dependent coproporphyrinogen-III oxidase","oxygen-dependent coproporphyrinogen oxidase","","","GO:0006779;GO:0004109","porphyrin-containing compound biosynthetic process;coproporphyrinogen oxidase activity","coproporphyrinogen III oxidase ",3.56571902,3.569369566,3.290512874,5.193968819,5.09529152,4.893313667,32.503,10.16553333,5.060858002,3.475200487,-1.585657516,3.381917706,"Downregulated","Photosynthesis and chlorophyll"
"K00254",-2.019702908,0.001529412,0,0,0,13.472,11.353,12.15,"Dihydroorotate dehydrogenase (quinone)","quinone-dependent dihydroorotate dehydrogenase","","","GO:0006207;GO:0004152;GO:0005737;GO:0016020;GO:0016627","'de novo' pyrimidine nucleobase biosynthetic process;dihydroorotate dehydrogenase activity;cytoplasm;membrane;oxidoreductase activity, acting on the CH-CH group of donors","dihydroorotate dehydrogenase ",0,0,0,3.855192408,3.626789546,3.716990894,12.325,0,3.73299095,0,-3.73299095,2.815475573,"Downregulated","Purines, pyrimidines, nucleotides"
"K00284",-3.779326374,3.26797e-05,0,0,0,25.02,29.692,19.882,"Ferredoxin-dependent glutamate synthase 2","glutamate synthase large subunit","","","GO:0006537;GO:0015930;GO:0006807;GO:0016491;GO:0016638","glutamate biosynthetic process;glutamate synthase activity;nitrogen compound metabolic process;oxidoreductase activity;oxidoreductase activity, acting on the CH-NH2 group of donors","glutamate synthase (ferredoxin) ",0,0,0,4.701549057,4.939790755,4.384187989,24.86466667,0,4.675175934,0,-4.675175934,4.485721426,"Downregulated","S and N metabolism"
"K00324",-2.657758586,0.000472222,8.8698,0,0,25.982,22.706,15.464,"NAD(P) transhydrogenase subunit alpha part 1","Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha","Re/Si-specific NAD transhydrogenase subunit alpha","","GO:0016491","oxidoreductase activity","H+-translocating NAD(P) transhydrogenase subunit alpha ",3.30302085,0,0,4.753925385,4.567180347,4.041242982,21.384,2.9566,4.454116238,1.10100695,-3.353109288,3.325853579,"Downregulated","Energy and redox"
"K00366",-7.578430854,1e-06,20.696,19.327,13.665,102,89.95,102.73,"Sulfite reductase [ferredoxin]","ferredoxin--nitrite reductase","","","GO:0016491;GO:0020037;GO:0051536","oxidoreductase activity;heme binding;iron-sulfur cluster binding","ferredoxin-nitrite reductase ",4.439357178,4.345325403,3.874305166,6.686500527,6.507001733,6.69668939,98.22666667,17.896,6.630063883,4.219662582,-2.410401301,6,"Downregulated","S and N metabolism"
"K00392",-2.876035329,0.000400327,0,0,0,17.322,22.706,14.359,"Sulfite reductase [ferredoxin]","MAG: sulfite reductase subunit beta","","","GO:0020037;GO:0050311;GO:0051539;GO:0016491;GO:0051536","heme binding;sulfite reductase (ferredoxin) activity;4 iron, 4 sulfur cluster binding;oxidoreductase activity;iron-sulfur cluster binding","sulfite reductase (ferredoxin) ",0,0,0,4.195505089,4.567180347,3.941012382,18.129,0,4.23456594,0,-4.23456594,3.397585338,"Downregulated","S and N metabolism"
"K00514",-1.843216269,0.002334967,0,0,0,10.585,13.099,9.9412,"15-cis-phytoene desaturase","9,9'-di-cis-zeta-carotene desaturase","Zeta-carotene desaturase","zds","GO:0016117;GO:0016719;GO:0016491","carotenoid biosynthetic process;carotene 7,8-desaturase activity;oxidoreductase activity","zeta-carotene desaturase ",0,0,0,3.534186139,3.817520935,3.451699072,11.2084,0,3.601135382,0,-3.601135382,2.631719193,"Downregulated","Photosynthesis and chlorophyll"
"K00600",-3.027601972,0.000400327,12.812,14.495,11.713,43.304,34.932,37.556,"Serine hydroxymethyltransferase","serine hydroxymethyltransferase","","","GO:0019264;GO:0035999;GO:0004372;GO:0030170;GO:0003824","glycine biosynthetic process from serine;tetrahydrofolate interconversion;glycine hydroxymethyltransferase activity;pyridoxal phosphate binding;catalytic activity","glycine hydroxymethyltransferase ",3.787850334,3.95373085,3.668232611,5.469365054,5.167197334,5.268883482,38.59733333,13.00666667,5.30181529,3.803271265,-1.498544025,3.397585338,"Downregulated","Amino acid metabolism"
"K00602",-4.414344021,3.26797e-05,3.9422,0,4.8803,35.605,36.678,32.033,"Bifunctional purine biosynthesis protein PurH","MAG: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","","","GO:0006164;GO:0003937;GO:0004643;GO:0003824","purine nucleotide biosynthetic process;IMP cyclohydrolase activity;phosphoribosylaminoimidazolecarboxamide formyltransferase activity;catalytic activity","phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase ",2.305153395,0,2.55588976,5.193968819,5.235650482,5.045836094,34.772,2.940833333,5.158485132,1.620347718,-3.538137413,4.485721426,"Downregulated","Purines, pyrimidines, nucleotides"
"K00615",-5.885796458,1e-06,8.8698,8.4554,5.8564,59.663,62.877,53.02,"Transketolase","transketolase","","","GO:0004802;GO:0003824","transketolase activity;catalytic activity","transketolase ",3.30302085,3.241138491,2.777451278,5.922744941,5.997224653,5.755421735,58.52,7.7272,5.891797109,3.10720354,-2.78459357,6,"Downregulated","Respiration"
"K00627",-2.495431244,0.000506536,9.8554,0,11.713,26.945,27.946,23.196,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","2-oxo acid dehydrogenase subunit E2","Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex","","GO:0006086;GO:0016746;GO:0045254","acetyl-CoA biosynthetic process from pyruvate;acyltransferase activity;pyruvate dehydrogenase complex","pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) ",3.440340982,0,3.668232611,4.80451827,4.855292093,4.596696661,26.029,7.189466667,4.752169008,2.369524531,-2.382644477,3.295389728,"Downregulated","Respiration"
"K00645",-1.867877902,0.002130719,0,0,0,10.585,11.353,12.15,"Malonyl CoA-acyl carrier protein transacylase","ACP S-malonyltransferase","","","GO:0004314;GO:0016740","[acyl-carrier-protein] S-malonyltransferase activity;transferase activity"," S-malonyltransferase ",0,0,0,3.534186139,3.626789546,3.716990894,11.36266667,0,3.62598886,0,-3.62598886,2.671473831,"Downregulated","Cell wall and signaling"
"K00648",-1.671584676,0.004106209,10.841,7.2475,0,18.284,18.339,16.569,"3-oxoacyl-[acyl-carrier-protein] synthase 3","ketoacyl-ACP synthase III","3-oxoacyl-[acyl-carrier-protein] synthase 3","fabH","GO:0006633;GO:0004315;GO:0033818;GO:0005737;GO:0016746","fatty acid biosynthetic process;3-oxoacyl-[acyl-carrier-protein] synthase activity;beta-ketoacyl-acyl-carrier-protein synthase III activity;cytoplasm;acyltransferase activity","3-oxoacyl- synthase III ",3.56571902,3.043956873,0,4.26933243,4.273441291,4.134960173,17.73066667,6.0295,4.225911298,2.203225298,-2.022686,2.386558934,"Downregulated","Cell wall and signaling"
"K00703",-3.304623158,0.000328431,6.8988,8.4554,9.7607,32.718,33.185,36.451,"Glycogen synthase","glycogen synthase GlgA","","","GO:0004373;GO:0016757","glycogen (starch) synthase activity;glycosyltransferase activity","starch synthase ",2.981633493,3.241138491,3.427700025,5.07544706,5.09529152,5.226932336,34.118,8.371633333,5.132556972,3.216824003,-1.915732969,3.483555365,"Downregulated","Respiration"
"K00759",-1.421002984,0.006874183,4.9277,0,7.8086,10.585,13.099,16.569,"Adenine phosphoribosyltransferase","adenine phosphoribosyltransferase","","","GO:0006168;GO:0003999;GO:0005737","adenine salvage;adenine phosphoribosyltransferase activity;cytoplasm","adenine phosphoribosyltransferase ",2.567472435,0,3.138912742,3.534186139,3.817520935,4.134960173,13.41766667,4.245433333,3.828889082,1.902128392,-1.92676069,2.16277891,"Downregulated","Purines, pyrimidines, nucleotides"
"K00766",-2.740836687,0.000452614,0,0,0,22.133,18.3393,11.0458,"Anthranilate phosphoribosyltransferase;Anthranilate phosphoribosyltransferase 2","anthranilate phosphoribosyltransferase family protein;anthranilate phosphoribosyltransferase","Anthranilate phosphoribosyltransferase family protein;Anthranilate phosphoribosyltransferase",";trpD","GO:0000162;GO:0004048;GO:0016757;GO:0000287","tryptophan biosynthetic process;anthranilate phosphoribosyltransferase activity;glycosyltransferase activity;magnesium ion binding","anthranilate phosphoribosyltransferase ",0,0,0,4.531880469,4.273463671,3.590458306,17.1727,0,4.131934149,0,-4.131934149,3.344271653,"Downregulated","Amino acid metabolism"
